ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
T392X2S,"Poisoning by pyrazolone derivatives, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T39312S,"Poisoning by propionic acid derivatives, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T39392S,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T394X2S,"Poisoning by antirheumatics, not elsewhere classified, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T398X2S,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T3992XS,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T400X1A,"Poisoning by opium, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X1D,"Poisoning by opium, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X1S,"Poisoning by opium, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T400X2A,"Poisoning by opium, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T400X2D,"Poisoning by opium, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T400X2S,"Poisoning by opium, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T400X3A,"Poisoning by opium, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X3D,"Poisoning by opium, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X3S,"Poisoning by opium, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T400X4A,"Poisoning by opium, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X4D,"Poisoning by opium, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X4S,"Poisoning by opium, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T400X5A,"Adverse effect of opium, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X5D,"Adverse effect of opium, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T400X5S,"Adverse effect of opium, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T401X1A,"Poisoning by heroin, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X1D,"Poisoning by heroin, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X1S,"Poisoning by heroin, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T401X2A,"Poisoning by heroin, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T401X2D,"Poisoning by heroin, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T401X2S,"Poisoning by heroin, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T401X3A,"Poisoning by heroin, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X3D,"Poisoning by heroin, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X3S,"Poisoning by heroin, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T401X4A,"Poisoning by heroin, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X4D,"Poisoning by heroin, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T401X4S,"Poisoning by heroin, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T402X1A,"Poisoning by other opioids, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X1D,"Poisoning by other opioids, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X1S,"Poisoning by other opioids, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T402X2A,"Poisoning by other opioids, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T402X2D,"Poisoning by other opioids, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T402X2S,"Poisoning by other opioids, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T402X3A,"Poisoning by other opioids, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X3D,"Poisoning by other opioids, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X3S,"Poisoning by other opioids, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T402X4A,"Poisoning by other opioids, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X4D,"Poisoning by other opioids, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X4S,"Poisoning by other opioids, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T402X5A,"Adverse effect of other opioids, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X5D,"Adverse effect of other opioids, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T402X5S,"Adverse effect of other opioids, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T403X1A,"Poisoning by methadone, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X1D,"Poisoning by methadone, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X1S,"Poisoning by methadone, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T403X2A,"Poisoning by methadone, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T403X2D,"Poisoning by methadone, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T403X2S,"Poisoning by methadone, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T403X3A,"Poisoning by methadone, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X3D,"Poisoning by methadone, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X3S,"Poisoning by methadone, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T403X4A,"Poisoning by methadone, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X4D,"Poisoning by methadone, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X4S,"Poisoning by methadone, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T403X5A,"Adverse effect of methadone, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X5D,"Adverse effect of methadone, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T403X5S,"Adverse effect of methadone, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T404X1A,"Poisoning by other synthetic narcotics, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X1D,"Poisoning by other synthetic narcotics, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X1S,"Poisoning by other synthetic narcotics, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T404X2A,"Poisoning by other synthetic narcotics, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T404X2D,"Poisoning by other synthetic narcotics, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T404X2S,"Poisoning by other synthetic narcotics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T404X3A,"Poisoning by other synthetic narcotics, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X3D,"Poisoning by other synthetic narcotics, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X3S,"Poisoning by other synthetic narcotics, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T404X4A,"Poisoning by other synthetic narcotics, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X4D,"Poisoning by other synthetic narcotics, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X4S,"Poisoning by other synthetic narcotics, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T404X5A,"Adverse effect of other synthetic narcotics, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X5D,"Adverse effect of other synthetic narcotics, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T404X5S,"Adverse effect of other synthetic narcotics, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T405X1A,"Poisoning by cocaine, accidental (unintentional), initial encounter",MBD021,Stimulant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X1D,"Poisoning by cocaine, accidental (unintentional), subsequent encounter",MBD029,Stimulant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X1S,"Poisoning by cocaine, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T405X2A,"Poisoning by cocaine, intentional self-harm, initial encounter",MBD021,Stimulant-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T405X2D,"Poisoning by cocaine, intentional self-harm, subsequent encounter",MBD029,Stimulant-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T405X2S,"Poisoning by cocaine, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T405X3A,"Poisoning by cocaine, assault, initial encounter",MBD021,Stimulant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X3D,"Poisoning by cocaine, assault, subsequent encounter",MBD029,Stimulant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X3S,"Poisoning by cocaine, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T405X4A,"Poisoning by cocaine, undetermined, initial encounter",MBD021,Stimulant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X4D,"Poisoning by cocaine, undetermined, subsequent encounter",MBD029,Stimulant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X4S,"Poisoning by cocaine, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T405X5A,"Adverse effect of cocaine, initial encounter",MBD021,Stimulant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X5D,"Adverse effect of cocaine, subsequent encounter",MBD029,Stimulant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T405X5S,"Adverse effect of cocaine, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40601A,"Poisoning by unspecified narcotics, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40601D,"Poisoning by unspecified narcotics, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40601S,"Poisoning by unspecified narcotics, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40602A,"Poisoning by unspecified narcotics, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40602D,"Poisoning by unspecified narcotics, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40602S,"Poisoning by unspecified narcotics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40603A,"Poisoning by unspecified narcotics, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40603D,"Poisoning by unspecified narcotics, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40603S,"Poisoning by unspecified narcotics, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40604A,"Poisoning by unspecified narcotics, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40604D,"Poisoning by unspecified narcotics, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40604S,"Poisoning by unspecified narcotics, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40605A,"Adverse effect of unspecified narcotics, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40605D,"Adverse effect of unspecified narcotics, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40605S,"Adverse effect of unspecified narcotics, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40691A,"Poisoning by other narcotics, accidental (unintentional), initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40691D,"Poisoning by other narcotics, accidental (unintentional), subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40691S,"Poisoning by other narcotics, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40692A,"Poisoning by other narcotics, intentional self-harm, initial encounter",MBD018,Opioid-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40692D,"Poisoning by other narcotics, intentional self-harm, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40692S,"Poisoning by other narcotics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40693A,"Poisoning by other narcotics, assault, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40693D,"Poisoning by other narcotics, assault, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40693S,"Poisoning by other narcotics, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40694A,"Poisoning by other narcotics, undetermined, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40694D,"Poisoning by other narcotics, undetermined, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40694S,"Poisoning by other narcotics, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40695A,"Adverse effect of other narcotics, initial encounter",MBD018,Opioid-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40695D,"Adverse effect of other narcotics, subsequent encounter",MBD028,Opioid-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40695S,"Adverse effect of other narcotics, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T407X1A,"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",MBD019,Cannabis-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X1D,"Poisoning by cannabis (derivatives), accidental (unintentional), subsequent encounter",MBD030,Cannabis-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X1S,"Poisoning by cannabis (derivatives), accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T407X2A,"Poisoning by cannabis (derivatives), intentional self-harm, initial encounter",MBD019,Cannabis-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T407X2D,"Poisoning by cannabis (derivatives), intentional self-harm, subsequent encounter",MBD030,Cannabis-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T407X2S,"Poisoning by cannabis (derivatives), intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T407X3A,"Poisoning by cannabis (derivatives), assault, initial encounter",MBD019,Cannabis-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X3D,"Poisoning by cannabis (derivatives), assault, subsequent encounter",MBD030,Cannabis-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X3S,"Poisoning by cannabis (derivatives), assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T407X4A,"Poisoning by cannabis (derivatives), undetermined, initial encounter",MBD019,Cannabis-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X4D,"Poisoning by cannabis (derivatives), undetermined, subsequent encounter",MBD030,Cannabis-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X4S,"Poisoning by cannabis (derivatives), undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T407X5A,"Adverse effect of cannabis (derivatives), initial encounter",MBD019,Cannabis-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X5D,"Adverse effect of cannabis (derivatives), subsequent encounter",MBD030,Cannabis-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T407X5S,"Adverse effect of cannabis (derivatives), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T408X1A,"Poisoning by lysergide [LSD], accidental (unintentional), initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X1D,"Poisoning by lysergide [LSD], accidental (unintentional), subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X1S,"Poisoning by lysergide [LSD], accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T408X2A,"Poisoning by lysergide [LSD], intentional self-harm, initial encounter",MBD022,Hallucinogen-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T408X2D,"Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T408X2S,"Poisoning by lysergide [LSD], intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T408X3A,"Poisoning by lysergide [LSD], assault, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X3D,"Poisoning by lysergide [LSD], assault, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X3S,"Poisoning by lysergide [LSD], assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T408X4A,"Poisoning by lysergide [LSD], undetermined, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X4D,"Poisoning by lysergide [LSD], undetermined, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T408X4S,"Poisoning by lysergide [LSD], undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40901A,"Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40901D,"Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40901S,"Poisoning by unspecified psychodysleptics [hallucinogens], accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40902A,"Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, initial encounter",MBD022,Hallucinogen-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40902D,"Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40902S,"Poisoning by unspecified psychodysleptics [hallucinogens], intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40903A,"Poisoning by unspecified psychodysleptics [hallucinogens], assault, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40903D,"Poisoning by unspecified psychodysleptics [hallucinogens], assault, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40903S,"Poisoning by unspecified psychodysleptics [hallucinogens], assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40904A,"Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40904D,"Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40904S,"Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40905A,"Adverse effect of unspecified psychodysleptics [hallucinogens], initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40905D,"Adverse effect of unspecified psychodysleptics [hallucinogens], subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40905S,"Adverse effect of unspecified psychodysleptics [hallucinogens], sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40991A,"Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40991D,"Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40991S,"Poisoning by other psychodysleptics [hallucinogens], accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40992A,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, initial encounter",MBD022,Hallucinogen-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
