ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition
T22341A,"Burn of third degree of right axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22341D,"Burn of third degree of right axilla, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22342A,"Burn of third degree of left axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22342D,"Burn of third degree of left axilla, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22349A,"Burn of third degree of unspecified axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22349D,"Burn of third degree of unspecified axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22351A,"Burn of third degree of right shoulder, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22351D,"Burn of third degree of right shoulder, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22352A,"Burn of third degree of left shoulder, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22352D,"Burn of third degree of left shoulder, subsequent encounter",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22359A,"Burn of third degree of unspecified shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22359D,"Burn of third degree of unspecified shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22361A,"Burn of third degree of right scapular region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22361D,"Burn of third degree of right scapular region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22362A,"Burn of third degree of left scapular region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22362D,"Burn of third degree of left scapular region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22369A,"Burn of third degree of unsp scapular region, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22369D,"Burn of third degree of unsp scapular region, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22391A,"Burn 3rd deg mu sites of r shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22391D,"Burn 3rd deg mu sites of r shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22392A,"Burn 3rd deg mu sites of left shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22392D,"Burn 3rd deg mu sites of left shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22399A,"Burn 3rd deg mu sites of shldr/up lmb, except wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22399D,"Burn 3rd deg mu sites of shldr/up lmb, except wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2240XA,"Corros unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2240XD,"Corros unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22411A,"Corrosion of unsp degree of right forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22411D,"Corrosion of unsp degree of right forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22412A,"Corrosion of unspecified degree of left forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22412D,"Corrosion of unspecified degree of left forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22419A,"Corrosion of unsp degree of unspecified forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22419D,"Corrosion of unsp degree of unspecified forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22421A,"Corrosion of unspecified degree of right elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22421D,"Corrosion of unspecified degree of right elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22422A,"Corrosion of unspecified degree of left elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22422D,"Corrosion of unspecified degree of left elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22429A,"Corrosion of unsp degree of unspecified elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22429D,"Corrosion of unsp degree of unspecified elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22431A,"Corrosion of unsp degree of right upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22431D,"Corrosion of unsp degree of right upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22432A,"Corrosion of unsp degree of left upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22432D,"Corrosion of unsp degree of left upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22439A,"Corrosion of unsp degree of unsp upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22439D,"Corrosion of unsp degree of unsp upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22441A,"Corrosion of unspecified degree of right axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22441D,"Corrosion of unspecified degree of right axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22442A,"Corrosion of unspecified degree of left axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22442D,"Corrosion of unspecified degree of left axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22449A,"Corrosion of unsp degree of unspecified axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22449D,"Corrosion of unsp degree of unspecified axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22451A,"Corrosion of unsp degree of right shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22451D,"Corrosion of unsp degree of right shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22452A,"Corrosion of unsp degree of left shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22452D,"Corrosion of unsp degree of left shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22459A,"Corrosion of unsp degree of unsp shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22459D,"Corrosion of unsp degree of unsp shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22461A,"Corrosion of unsp degree of right scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22461D,"Corrosion of unsp degree of right scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22462A,"Corrosion of unsp degree of left scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22462D,"Corrosion of unsp degree of left scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22469A,"Corrosion of unsp degree of unsp scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22469D,"Corrosion of unsp degree of unsp scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22491A,"Corros unsp deg mult site of r shldr/up lmb,ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22491D,"Corros unsp deg mult site of r shldr/up lmb,ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22492A,"Corros unsp deg mult site of l shldr/up lmb,ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22492D,"Corros unsp deg mult site of l shldr/up lmb,ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22499A,"Corros unsp deg mult sites of shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22499D,"Corros unsp deg mult sites of shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2250XA,"Corros first deg of shldr/up lmb, ex wrs/hnd unsp site, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2250XD,"Corros first deg of shldr/up lmb, ex wrs/hnd unsp site, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22511A,"Corrosion of first degree of right forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22511D,"Corrosion of first degree of right forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22512A,"Corrosion of first degree of left forearm, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22512D,"Corrosion of first degree of left forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22519A,"Corrosion of first degree of unsp forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22519D,"Corrosion of first degree of unsp forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22521A,"Corrosion of first degree of right elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22521D,"Corrosion of first degree of right elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22522A,"Corrosion of first degree of left elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22522D,"Corrosion of first degree of left elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22529A,"Corrosion of first degree of unspecified elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22529D,"Corrosion of first degree of unspecified elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22531A,"Corrosion of first degree of right upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22531D,"Corrosion of first degree of right upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22532A,"Corrosion of first degree of left upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22532D,"Corrosion of first degree of left upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22539A,"Corrosion of first degree of unsp upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22539D,"Corrosion of first degree of unsp upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22541A,"Corrosion of first degree of right axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22541D,"Corrosion of first degree of right axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22542A,"Corrosion of first degree of left axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22542D,"Corrosion of first degree of left axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22549A,"Corrosion of first degree of unspecified axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22549D,"Corrosion of first degree of unspecified axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22551A,"Corrosion of first degree of right shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22551D,"Corrosion of first degree of right shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22552A,"Corrosion of first degree of left shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22552D,"Corrosion of first degree of left shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22559A,"Corrosion of first degree of unsp shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22559D,"Corrosion of first degree of unsp shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22561A,"Corrosion of first degree of right scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22561D,"Corrosion of first degree of right scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22562A,"Corrosion of first degree of left scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22562D,"Corrosion of first degree of left scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22569A,"Corrosion of first degree of unsp scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22569D,"Corrosion of first degree of unsp scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22591A,"Corros 1st deg mult site of r shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22591D,"Corros 1st deg mult site of r shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22592A,"Corros 1st deg mult site of l shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22592D,"Corros 1st deg mult site of l shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22599A,"Corros 1st deg mult sites of shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22599D,"Corros 1st deg mult sites of shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2260XA,"Corros 2nd deg of shldr/up lmb, ex wrs/hnd, unsp site, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2260XD,"Corros 2nd deg of shldr/up lmb, ex wrs/hnd, unsp site, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22611A,"Corrosion of second degree of right forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22611D,"Corrosion of second degree of right forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22612A,"Corrosion of second degree of left forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22612D,"Corrosion of second degree of left forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22619A,"Corrosion of second degree of unsp forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22619D,"Corrosion of second degree of unsp forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22621A,"Corrosion of second degree of right elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22621D,"Corrosion of second degree of right elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22622A,"Corrosion of second degree of left elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22622D,"Corrosion of second degree of left elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22629A,"Corrosion of second degree of unspecified elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22629D,"Corrosion of second degree of unspecified elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22631A,"Corrosion of second degree of right upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22631D,"Corrosion of second degree of right upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22632A,"Corrosion of second degree of left upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22632D,"Corrosion of second degree of left upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22639A,"Corrosion of second degree of unsp upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22639D,"Corrosion of second degree of unsp upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22641A,"Corrosion of second degree of right axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22641D,"Corrosion of second degree of right axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22642A,"Corrosion of second degree of left axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22642D,"Corrosion of second degree of left axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22649A,"Corrosion of second degree of unsp axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22649D,"Corrosion of second degree of unsp axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22651A,"Corrosion of second degree of right shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22651D,"Corrosion of second degree of right shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22652A,"Corrosion of second degree of left shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22652D,"Corrosion of second degree of left shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22659A,"Corrosion of second degree of unsp shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22659D,"Corrosion of second degree of unsp shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22661A,"Corrosion of second degree of right scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22661D,"Corrosion of second degree of right scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22662A,"Corrosion of second degree of left scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22662D,"Corrosion of second degree of left scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22669A,"Corrosion of second degree of unsp scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22669D,"Corrosion of second degree of unsp scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22691A,"Corros 2nd deg mul sites of r shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22691D,"Corros 2nd deg mul sites of r shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22692A,"Corros 2nd deg mul site of l shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22692D,"Corros 2nd deg mul site of l shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22699A,"Corros 2nd deg mul sites of shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22699D,"Corros 2nd deg mul sites of shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T2270XA,"Corros 3rd deg of shldr/up lmb, ex wrs/hnd, unsp site, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T2270XD,"Corros 3rd deg of shldr/up lmb, ex wrs/hnd, unsp site, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22711A,"Corrosion of third degree of right forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22711D,"Corrosion of third degree of right forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22712A,"Corrosion of third degree of left forearm, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22712D,"Corrosion of third degree of left forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22719A,"Corrosion of third degree of unsp forearm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22719D,"Corrosion of third degree of unsp forearm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22721A,"Corrosion of third degree of right elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22721D,"Corrosion of third degree of right elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22722A,"Corrosion of third degree of left elbow, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22722D,"Corrosion of third degree of left elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22729A,"Corrosion of third degree of unspecified elbow, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22729D,"Corrosion of third degree of unspecified elbow, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22731A,"Corrosion of third degree of right upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22731D,"Corrosion of third degree of right upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22732A,"Corrosion of third degree of left upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22732D,"Corrosion of third degree of left upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22739A,"Corrosion of third degree of unsp upper arm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22739D,"Corrosion of third degree of unsp upper arm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22741A,"Corrosion of third degree of right axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22741D,"Corrosion of third degree of right axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22742A,"Corrosion of third degree of left axilla, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22742D,"Corrosion of third degree of left axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22749A,"Corrosion of third degree of unspecified axilla, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22749D,"Corrosion of third degree of unspecified axilla, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22751A,"Corrosion of third degree of right shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22751D,"Corrosion of third degree of right shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22752A,"Corrosion of third degree of left shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22752D,"Corrosion of third degree of left shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22759A,"Corrosion of third degree of unsp shoulder, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22759D,"Corrosion of third degree of unsp shoulder, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22761A,"Corrosion of third degree of right scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22761D,"Corrosion of third degree of right scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
