ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition,Unnamed: 7
K3521,"Acute appendicitis with generalized peritonitis, with abscess",DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K3521,"Acute appendicitis with generalized peritonitis, with abscess",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K353,Acute appendicitis with localized peritonitis,DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K353,Acute appendicitis with localized peritonitis,DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3530,"Acute appendicitis with localized peritonitis, without perforation or gangrene",DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K3530,"Acute appendicitis with localized peritonitis, without perforation or gangrene",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3531,"Acute appendicitis with localized peritonitis and gangrene, without perforation",DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K3531,"Acute appendicitis with localized peritonitis and gangrene, without perforation",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3532,"Acute appendicitis with perforation and localized peritonitis, without abscess",DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3532,"Acute appendicitis with perforation and localized peritonitis, without abscess",DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K3532,"Acute appendicitis with perforation and localized peritonitis, without abscess",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3533,"Acute appendicitis with perforation and localized peritonitis, with abscess",DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3533,"Acute appendicitis with perforation and localized peritonitis, with abscess",DIG009,Appendicitis and other appendiceal conditions,Y,05 Condition AA with condition BB,Acute appendicitis,NULL
K3533,"Acute appendicitis with perforation and localized peritonitis, with abscess",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Acute appendicitis,NULL
K3580,Unspecified acute appendicitis,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K3589,Other acute appendicitis,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K35890,Other acute appendicitis without perforation or gangrene,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K35891,"Other acute appendicitis without perforation, with gangrene",DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K36,Other appendicitis,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K37,Unspecified appendicitis,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K380,Hyperplasia of appendix,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K381,Appendicular concretions,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K382,Diverticulum of appendix,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K383,Fistula of appendix,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K388,Other specified diseases of appendix,DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K389,"Disease of appendix, unspecified",DIG009,Appendicitis and other appendiceal conditions,Y,0 Not Applicable,Acute appendicitis,NULL
K4000,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4000,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4001,"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4001,"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4010,"Bilateral inguinal hernia, with gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4011,"Bilateral inguinal hernia, with gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4030,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4030,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4031,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4031,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4040,"Unilateral inguinal hernia, with gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4041,"Unilateral inguinal hernia, with gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4100,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4100,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4101,"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4101,"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4110,"Bilateral femoral hernia, with gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4111,"Bilateral femoral hernia, with gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4130,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4130,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4131,"Unilateral femoral hernia, with obstruction, without gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4131,"Unilateral femoral hernia, with obstruction, without gangrene, recurrent",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4140,"Unilateral femoral hernia, with gangrene, not specified as recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K4141,"Unilateral femoral hernia, with gangrene, recurrent",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K420,"Umbilical hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K420,"Umbilical hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K421,Umbilical hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K430,"Incisional hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K430,"Incisional hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K431,Incisional hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K433,"Parastomal hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K433,"Parastomal hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K434,Parastomal hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K436,"Other and unspecified ventral hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K437,Other and unspecified ventral hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K440,"Diaphragmatic hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K440,"Diaphragmatic hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K441,Diaphragmatic hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K450,"Other specified abdominal hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K450,"Other specified abdominal hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K451,Other specified abdominal hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K460,"Unspecified abdominal hernia with obstruction, without gangrene",DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K460,"Unspecified abdominal hernia with obstruction, without gangrene",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K461,Unspecified abdominal hernia with gangrene,DIG010,Abdominal hernia,Y,05 Condition AA with condition BB,hernia with obstraction or gangrene,NULL
K50012,Crohns disease of small intestine with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50012,Crohns disease of small intestine with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50112,Crohns disease of large intestine with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50112,Crohns disease of large intestine with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50812,Crohns disease of both small and large intestine with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50812,Crohns disease of both small and large intestine with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50912,"Crohns disease, unspecified, with intestinal obstruction",DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K50912,"Crohns disease, unspecified, with intestinal obstruction",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51012,Ulcerative (chronic) pancolitis with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51012,Ulcerative (chronic) pancolitis with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51212,Ulcerative (chronic) proctitis with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51212,Ulcerative (chronic) proctitis with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51412,Inflammatory polyps of colon with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51412,Inflammatory polyps of colon with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51512,Left sided colitis with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51512,Left sided colitis with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51812,Other ulcerative colitis with intestinal obstruction,DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51812,Other ulcerative colitis with intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51912,"Ulcerative colitis, unspecified with intestinal obstruction",DIG011,Regional enteritis and ulcerative colitis,Y,05 Condition AA with condition BB,Intestinal obstruction,NULL
K51912,"Ulcerative colitis, unspecified with intestinal obstruction",DIG012,Intestinal obstruction and ileus,N,05 Condition AA with condition BB,Intestinal obstruction,NULL
K521,Toxic gastroenteritis and colitis,DIG022,Noninfectious gastroenteritis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K550,Acute vascular disorders of intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55011,Focal (segmental) acute (reversible) ischemia of small intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55012,Diffuse acute (reversible) ischemia of small intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55019,"Acute (reversible) ischemia of small intestine, extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55021,Focal (segmental) acute infarction of small intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55022,Diffuse acute infarction of small intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55029,"Acute infarction of small intestine, extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55031,Focal (segmental) acute (reversible) ischemia of large intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55032,Diffuse acute (reversible) ischemia of large intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55039,"Acute (reversible) ischemia of large intestine, extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55041,Focal (segmental) acute infarction of large intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55042,Diffuse acute infarction of large intestine,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55049,"Acute infarction of large intestine, extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55051,"Focal (segmental) acute (reversible) ischemia of intestine, part unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55052,"Diffuse acute (reversible) ischemia of intestine, part unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55059,"Acute (reversible) ischemia of intestine, part and extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55061,"Focal (segmental) acute infarction of intestine, part unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55062,"Diffuse acute infarction of intestine, part unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K55069,"Acute infarction of intestine, part and extent unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Intestinal ischemia or hemorrhage,NULL
K5521,Angiodysplasia of colon with hemorrhage,DIG021,Gastrointestinal hemorrhage,N,05 Condition AA with condition BB,Intestinal ischemia or hemorrhage,NULL
K5521,Angiodysplasia of colon with hemorrhage,DIG025,Other specified and unspecified gastrointestinal disorders,Y,05 Condition AA with condition BB,Intestinal ischemia or hemorrhage,NULL
K5530,"Necrotizing enterocolitis, unspecified",DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Intestinal ischemia or hemorrhage,NULL
K5531,Stage 1 necrotizing enterocolitis,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Intestinal ischemia or hemorrhage,NULL
K5532,Stage 2 necrotizing enterocolitis,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Intestinal ischemia or hemorrhage,NULL
K5533,Stage 3 necrotizing enterocolitis,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Intestinal ischemia or hemorrhage,NULL
K560,Paralytic ileus,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal ischemia or hemorrhage,NULL
K561,Intussusception,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Necrotizing enterocolitis,NULL
K562,Volvulus,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Necrotizing enterocolitis,NULL
K563,Gallstone ileus,DIG012,Intestinal obstruction and ileus,Y,12 More than one CCSR category matches the ICD-10-CM codebook chapter,Necrotizing enterocolitis,NULL
K563,Gallstone ileus,DIG017,Biliary tract disease,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,Necrotizing enterocolitis,NULL
K565,Intestinal adhesions [bands] with obstruction (postprocedura,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Necrotizing enterocolitis,NULL
K5650,"Intestnl adhesions, unsp as to partial versus complete obst",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K5651,"Intestinal adhesions [bands], with partial obstruction",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K5652,Intestinal adhesions [bands] with complete obstruction,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K5660,Unspecified intestinal obstruction,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56600,"Partial intestinal obstruction, unspecified as to cause",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56601,"Complete intestinal obstruction, unspecified as to cause",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56609,"Unsp intestnl obst, unsp as to partial versus complete obst",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K5669,Other intestinal obstruction,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56690,Other partial intestinal obstruction,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56691,Other complete intestinal obstruction,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K56699,Other intestnl obst unsp as to partial versus complete obst,DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K567,"Ileus, unspecified",DIG012,Intestinal obstruction and ileus,Y,0 Not Applicable,Intestinal obstruction and ileus,NULL
K5700,Diverticulitis of small intestine with perforation and abscess without bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Intestinal obstruction and ileus,NULL
K5700,Diverticulitis of small intestine with perforation and abscess without bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Intestinal obstruction and ileus,NULL
K5700,Diverticulitis of small intestine with perforation and abscess without bleeding,DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Intestinal obstruction and ileus,NULL
K5701,Diverticulitis of small intestine with perforation and abscess with bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Intestinal obstruction and ileus,NULL
K5701,Diverticulitis of small intestine with perforation and abscess with bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Intestinal obstruction and ileus,NULL
K5701,Diverticulitis of small intestine with perforation and abscess with bleeding,DIG021,Gastrointestinal hemorrhage,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5720,Diverticulitis of large intestine with perforation and abscess without bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5720,Diverticulitis of large intestine with perforation and abscess without bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5720,Diverticulitis of large intestine with perforation and abscess without bleeding,DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5721,Diverticulitis of large intestine with perforation and abscess with bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5721,Diverticulitis of large intestine with perforation and abscess with bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5721,Diverticulitis of large intestine with perforation and abscess with bleeding,DIG021,Gastrointestinal hemorrhage,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5740,Diverticulitis of both small and large intestine with perforation and abscess without bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5740,Diverticulitis of both small and large intestine with perforation and abscess without bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5740,Diverticulitis of both small and large intestine with perforation and abscess without bleeding,DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5741,Diverticulitis of both small and large intestine with perforation and abscess with bleeding,DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5741,Diverticulitis of both small and large intestine with perforation and abscess with bleeding,DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5741,Diverticulitis of both small and large intestine with perforation and abscess with bleeding,DIG021,Gastrointestinal hemorrhage,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5780,"Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding",DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5780,"Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding",DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5780,"Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding",DIG016,Peritonitis and intra-abdominal abscess,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5781,"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",DIG006,Gastrointestinal and biliary perforation,N,05 Condition AA with condition BB,Diverticulitis,NULL
K5781,"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",DIG013,Diverticulosis and diverticulitis,Y,05 Condition AA with condition BB,Diverticulitis,NULL
K5781,"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",DIG021,Gastrointestinal hemorrhage,N,05 Condition AA with condition BB,Diverticulitis,NULL
K593,Megacolon not elsewhere classified,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Diverticulitis,NULL
K5931,Toxic megacolon,DIG025,Other specified and unspecified gastrointestinal disorders,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Diverticulitis,NULL
K5939,Other megacolon,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,Diverticulitis,NULL
K630,Abscess of intestine,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,Diverticulitis,NULL
K631,Perforation of intestine (nontraumatic),DIG006,Gastrointestinal and biliary perforation,Y,0 Not Applicable,Diverticulitis,NULL
K650,Generalized (acute) peritonitis,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,megacolon,NULL
K651,Peritoneal abscess,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,megacolon,NULL
K652,Spontaneous bacterial peritonitis,DIG016,Peritonitis and intra-abdominal abscess,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,megacolon,NULL
K653,Choleperitonitis,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K654,Sclerosing mesenteritis,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K658,Other peritonitis,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K659,"Peritonitis, unspecified",DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K660,Peritoneal adhesions (postprocedural) (postinfection),DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,peritonitis,NULL
K661,Hemoperitoneum,DIG025,Other specified and unspecified gastrointestinal disorders,Y,0 Not Applicable,peritonitis,NULL
K67,Disorders of peritoneum in infectious diseases classd elswhr,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K6811,Postprocedural retroperitoneal abscess,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K6812,Psoas muscle abscess,DIG016,Peritonitis and intra-abdominal abscess,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
