ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
T452X3A,"Poisoning by vitamins, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T452X4A,"Poisoning by vitamins, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T452X4A,"Poisoning by vitamins, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T453X1A,"Poisoning by enzymes, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X1A,"Poisoning by enzymes, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X3A,"Poisoning by enzymes, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X3A,"Poisoning by enzymes, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T453X4A,"Poisoning by enzymes, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T453X4A,"Poisoning by enzymes, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T454X1A,"Poisoning by iron and its compounds, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X1A,"Poisoning by iron and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X3A,"Poisoning by iron and its compounds, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X3A,"Poisoning by iron and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T454X4A,"Poisoning by iron and its compounds, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T454X4A,"Poisoning by iron and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45511A,"Poisoning by anticoagulants, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45511A,"Poisoning by anticoagulants, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45513A,"Poisoning by anticoagulants, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45513A,"Poisoning by anticoagulants, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45514A,"Poisoning by anticoagulants, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45514A,"Poisoning by anticoagulants, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45521A,"Poisoning by antithrombotic drugs, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45521A,"Poisoning by antithrombotic drugs, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45523A,"Poisoning by antithrombotic drugs, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45523A,"Poisoning by antithrombotic drugs, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45524A,"Poisoning by antithrombotic drugs, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45524A,"Poisoning by antithrombotic drugs, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45601A,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45601A,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45603A,"Poisoning by unspecified fibrinolysis-affecting drugs, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45603A,"Poisoning by unspecified fibrinolysis-affecting drugs, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T45604A,"Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45604A,"Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T45611A,"Poisoning by thrombolytic drug, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T561X3A,"Toxic effect of mercury and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T561X3A,"Toxic effect of mercury and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T561X4A,"Toxic effect of mercury and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T561X4A,"Toxic effect of mercury and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T562X1A,"Toxic effect of chromium and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X1A,"Toxic effect of chromium and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X3A,"Toxic effect of chromium and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X3A,"Toxic effect of chromium and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T562X4A,"Toxic effect of chromium and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T562X4A,"Toxic effect of chromium and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T563X1A,"Toxic effect of cadmium and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X1A,"Toxic effect of cadmium and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X3A,"Toxic effect of cadmium and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X3A,"Toxic effect of cadmium and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T563X4A,"Toxic effect of cadmium and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T563X4A,"Toxic effect of cadmium and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T564X1A,"Toxic effect of copper and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X1A,"Toxic effect of copper and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X3A,"Toxic effect of copper and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X3A,"Toxic effect of copper and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T564X4A,"Toxic effect of copper and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T564X4A,"Toxic effect of copper and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T565X1A,"Toxic effect of zinc and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X1A,"Toxic effect of zinc and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X3A,"Toxic effect of zinc and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X3A,"Toxic effect of zinc and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T565X4A,"Toxic effect of zinc and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T565X4A,"Toxic effect of zinc and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T566X1A,"Toxic effect of tin and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X1A,"Toxic effect of tin and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X3A,"Toxic effect of tin and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X3A,"Toxic effect of tin and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T566X4A,"Toxic effect of tin and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T566X4A,"Toxic effect of tin and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T567X1A,"Toxic effect of beryllium and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X1A,"Toxic effect of beryllium and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X3A,"Toxic effect of beryllium and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X3A,"Toxic effect of beryllium and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T567X4A,"Toxic effect of beryllium and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T567X4A,"Toxic effect of beryllium and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T56811A,"Toxic effect of thallium, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56811A,"Toxic effect of thallium, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56813A,"Toxic effect of thallium, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56813A,"Toxic effect of thallium, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56814A,"Toxic effect of thallium, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T56814A,"Toxic effect of thallium, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T56891A,"Toxic effect of other metals, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56891A,"Toxic effect of other metals, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56893A,"Toxic effect of other metals, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56893A,"Toxic effect of other metals, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T56894A,"Toxic effect of other metals, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T56894A,"Toxic effect of other metals, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5691XA,"Toxic effect of unspecified metal, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5691XA,"Toxic effect of unspecified metal, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5693XA,"Toxic effect of unspecified metal, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5693XA,"Toxic effect of unspecified metal, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5694XA,"Toxic effect of unspecified metal, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5694XA,"Toxic effect of unspecified metal, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T570X1A,"Toxic effect of arsenic and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X1A,"Toxic effect of arsenic and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X3A,"Toxic effect of arsenic and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X3A,"Toxic effect of arsenic and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T570X4A,"Toxic effect of arsenic and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T570X4A,"Toxic effect of arsenic and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T571X1A,"Toxic effect of phosphorus and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X1A,"Toxic effect of phosphorus and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X3A,"Toxic effect of phosphorus and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X3A,"Toxic effect of phosphorus and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T571X4A,"Toxic effect of phosphorus and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T571X4A,"Toxic effect of phosphorus and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T572X1A,"Toxic effect of manganese and its compounds, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X1A,"Toxic effect of manganese and its compounds, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X3A,"Toxic effect of manganese and its compounds, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X3A,"Toxic effect of manganese and its compounds, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T572X4A,"Toxic effect of manganese and its compounds, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T572X4A,"Toxic effect of manganese and its compounds, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T573X1A,"Toxic effect of hydrogen cyanide, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X1A,"Toxic effect of hydrogen cyanide, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X3A,"Toxic effect of hydrogen cyanide, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X3A,"Toxic effect of hydrogen cyanide, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T573X4A,"Toxic effect of hydrogen cyanide, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T573X4A,"Toxic effect of hydrogen cyanide, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T578X1A,"Toxic effect of other specified inorganic substances, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
