ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
DFY07ZZ,Contact Radiation of Liver,NULL,Radiation therapy,NULL,NULL,NULL
DFY08ZZ,Hyperthermia of Liver,NULL,Radiation therapy,NULL,NULL,NULL
DFY0CZZ,Intraoperative Radiation Therapy (IORT) of Liver,NULL,Radiation therapy,NULL,NULL,NULL
DFY0FZZ,Plaque Radiation of Liver,NULL,Radiation therapy,NULL,NULL,NULL
DFY0KZZ,Laser Interstitial Thermal Therapy of Liver,NULL,Radiation therapy,NULL,NULL,NULL
DFY17ZZ,Contact Radiation of Gallbladder,NULL,Radiation therapy,NULL,NULL,NULL
DFY18ZZ,Hyperthermia of Gallbladder,NULL,Radiation therapy,NULL,NULL,NULL
DFY1CZZ,Intraoperative Radiation Therapy (IORT) of Gallbladder,NULL,Radiation therapy,NULL,NULL,NULL
DFY1FZZ,Plaque Radiation of Gallbladder,NULL,Radiation therapy,NULL,NULL,NULL
DFY1KZZ,Laser Interstitial Thermal Therapy of Gallbladder,NULL,Radiation therapy,NULL,NULL,NULL
DFY27ZZ,Contact Radiation of Bile Ducts,NULL,Radiation therapy,NULL,NULL,NULL
DFY28ZZ,Hyperthermia of Bile Ducts,NULL,Radiation therapy,NULL,NULL,NULL
DFY2CZZ,Intraoperative Radiation Therapy (IORT) of Bile Ducts,NULL,Radiation therapy,NULL,NULL,NULL
DFY2FZZ,Plaque Radiation of Bile Ducts,NULL,Radiation therapy,NULL,NULL,NULL
DFY2KZZ,Laser Interstitial Thermal Therapy of Bile Ducts,NULL,Radiation therapy,NULL,NULL,NULL
DFY37ZZ,Contact Radiation of Pancreas,NULL,Radiation therapy,NULL,NULL,NULL
DFY38ZZ,Hyperthermia of Pancreas,NULL,Radiation therapy,NULL,NULL,NULL
DFY3CZZ,Intraoperative Radiation Therapy (IORT) of Pancreas,NULL,Radiation therapy,NULL,NULL,NULL
DFY3FZZ,Plaque Radiation of Pancreas,NULL,Radiation therapy,NULL,NULL,NULL
DFY3KZZ,Laser Interstitial Thermal Therapy of Pancreas,NULL,Radiation therapy,NULL,NULL,NULL
DG000ZZ,Beam Radiation of Pituitary Gland using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG001ZZ,Beam Radiation of Pituitary Gland using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG002ZZ,Beam Radiation of Pituitary Gland using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG003Z0,"Beam Radiation of Pituitary Gland using Electrons, Intraop",NULL,Radiation therapy,NULL,NULL,NULL
DG003ZZ,Beam Radiation of Pituitary Gland using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DG005ZZ,Beam Radiation of Pituitary Gland using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DG006ZZ,Beam Radiation of Pituitary Gland using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DG010ZZ,Beam Radiation of Pineal Body using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG011ZZ,Beam Radiation of Pineal Body using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG012ZZ,Beam Radiation of Pineal Body using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG013Z0,"Beam Radiation of Pineal Body using Electrons, Intraop",NULL,Radiation therapy,NULL,NULL,NULL
DG013ZZ,Beam Radiation of Pineal Body using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DG015ZZ,Beam Radiation of Pineal Body using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DG016ZZ,Beam Radiation of Pineal Body using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DG020ZZ,Beam Radiation of Adrenal Glands using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG021ZZ,Beam Radiation of Adrenal Glands using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG022ZZ,Beam Radiation of Adrenal Glands using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG023Z0,"Beam Radiation of Adrenal Glands using Electrons, Intraop",NULL,Radiation therapy,NULL,NULL,NULL
DG023ZZ,Beam Radiation of Adrenal Glands using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DG025ZZ,Beam Radiation of Adrenal Glands using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DG026ZZ,Beam Radiation of Adrenal Glands using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DG040ZZ,Beam Radiation of Parathyroid Glands using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG041ZZ,Beam Radiation Parathyroid Glands w Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG042ZZ,Beam Radiation of Parathyroid Glands using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG043Z0,"Beam Radiation Parathyroid Glands w Electrons, Intraop",NULL,Radiation therapy,NULL,NULL,NULL
DG043ZZ,Beam Radiation of Parathyroid Glands using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DG045ZZ,Beam Radiation of Parathyroid Glands using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DG046ZZ,Beam Radiation of Parathyroid Glands using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DG050ZZ,Beam Radiation of Thyroid using Photons <1 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG051ZZ,Beam Radiation of Thyroid using Photons 1 - 10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG052ZZ,Beam Radiation of Thyroid using Photons >10 MeV,NULL,Radiation therapy,NULL,NULL,NULL
DG053Z0,"Beam Radiation of Thyroid using Electrons, Intraoperative",NULL,Radiation therapy,NULL,NULL,NULL
DG053ZZ,Beam Radiation of Thyroid using Electrons,NULL,Radiation therapy,NULL,NULL,NULL
DG055ZZ,Beam Radiation of Thyroid using Neutrons,NULL,Radiation therapy,NULL,NULL,NULL
DG056ZZ,Beam Radiation of Thyroid using Neutron Capture,NULL,Radiation therapy,NULL,NULL,NULL
DG1097Z,HDR Brachytherapy of Pituitary Gland using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG1098Z,HDR Brachytherapy of Pituitary Gland using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG1099Z,HDR Brachytherapy of Pituitary Gland using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG109BZ,HDR Brachytherapy of Pituitary Gland using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG109CZ,HDR Brachytherapy of Pituitary Gland using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG109YZ,HDR Brachytherapy of Pituitary Gland using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG10B7Z,LDR Brachytherapy of Pituitary Gland using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG10B8Z,LDR Brachytherapy of Pituitary Gland using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG10B9Z,LDR Brachytherapy of Pituitary Gland using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG10BBZ,LDR Brachytherapy of Pituitary Gland using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG10BCZ,LDR Brachytherapy of Pituitary Gland using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG10BYZ,LDR Brachytherapy of Pituitary Gland using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG1197Z,HDR Brachytherapy of Pineal Body using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG1198Z,HDR Brachytherapy of Pineal Body using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG1199Z,HDR Brachytherapy of Pineal Body using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG119BZ,HDR Brachytherapy of Pineal Body using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG119CZ,HDR Brachytherapy of Pineal Body using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG119YZ,HDR Brachytherapy of Pineal Body using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG11B7Z,LDR Brachytherapy of Pineal Body using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG11B8Z,LDR Brachytherapy of Pineal Body using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG11B9Z,LDR Brachytherapy of Pineal Body using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG11BBZ,LDR Brachytherapy of Pineal Body using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG11BCZ,LDR Brachytherapy of Pineal Body using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG11BYZ,LDR Brachytherapy of Pineal Body using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG1297Z,HDR Brachytherapy of Adrenal Glands using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG1298Z,HDR Brachytherapy of Adrenal Glands using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG1299Z,HDR Brachytherapy of Adrenal Glands using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG129BZ,HDR Brachytherapy of Adrenal Glands using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG129CZ,HDR Brachytherapy of Adrenal Glands using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG129YZ,HDR Brachytherapy of Adrenal Glands using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG12B7Z,LDR Brachytherapy of Adrenal Glands using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG12B8Z,LDR Brachytherapy of Adrenal Glands using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG12B9Z,LDR Brachytherapy of Adrenal Glands using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG12BBZ,LDR Brachytherapy of Adrenal Glands using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG12BCZ,LDR Brachytherapy of Adrenal Glands using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG12BYZ,LDR Brachytherapy of Adrenal Glands using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG1497Z,HDR Brachytherapy of Parathyroid Glands using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG1498Z,HDR Brachytherapy of Parathyroid Glands using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG1499Z,HDR Brachytherapy of Parathyroid Glands using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG149BZ,HDR Brachytherapy of Parathyroid Glands using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG149CZ,HDR Brachytherapy of Parathyroid Glands w Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG149YZ,HDR Brachytherapy of Parathyroid Glands using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG14B7Z,LDR Brachytherapy of Parathyroid Glands using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG14B8Z,LDR Brachytherapy of Parathyroid Glands using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG14B9Z,LDR Brachytherapy of Parathyroid Glands using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG14BBZ,LDR Brachytherapy of Parathyroid Glands using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG14BCZ,LDR Brachytherapy of Parathyroid Glands w Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG14BYZ,LDR Brachytherapy of Parathyroid Glands using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG1597Z,HDR Brachytherapy of Thyroid using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG1598Z,HDR Brachytherapy of Thyroid using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG1599Z,HDR Brachytherapy of Thyroid using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG159BZ,HDR Brachytherapy of Thyroid using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG159CZ,HDR Brachytherapy of Thyroid using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG159YZ,HDR Brachytherapy of Thyroid using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG15B7Z,LDR Brachytherapy of Thyroid using Cesium 137,NULL,Radiation therapy,NULL,NULL,NULL
DG15B8Z,LDR Brachytherapy of Thyroid using Iridium 192,NULL,Radiation therapy,NULL,NULL,NULL
DG15B9Z,LDR Brachytherapy of Thyroid using Iodine 125,NULL,Radiation therapy,NULL,NULL,NULL
DG15BBZ,LDR Brachytherapy of Thyroid using Palladium 103,NULL,Radiation therapy,NULL,NULL,NULL
DG15BCZ,LDR Brachytherapy of Thyroid using Californium 252,NULL,Radiation therapy,NULL,NULL,NULL
DG15BYZ,LDR Brachytherapy of Thyroid using Oth Isotope,NULL,Radiation therapy,NULL,NULL,NULL
DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG24DZZ,Stereotactic Other Photon Radiosurgery of Parathyroid Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG24HZZ,Stereotactic Particulate Radiosurgery of Parathyroid Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG24JZZ,Stereotactic Gamma Beam Radiosurgery of Parathyroid Glands,NULL,Radiation therapy,NULL,NULL,NULL
DG25DZZ,Stereotactic Other Photon Radiosurgery of Thyroid,NULL,Radiation therapy,NULL,NULL,NULL
DG25HZZ,Stereotactic Particulate Radiosurgery of Thyroid,NULL,Radiation therapy,NULL,NULL,NULL
DG25JZZ,Stereotactic Gamma Beam Radiosurgery of Thyroid,NULL,Radiation therapy,NULL,NULL,NULL
DGY07ZZ,Contact Radiation of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DGY08ZZ,Hyperthermia of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DGY0FZZ,Plaque Radiation of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DGY0KZZ,Laser Interstitial Thermal Therapy of Pituitary Gland,NULL,Radiation therapy,NULL,NULL,NULL
DGY17ZZ,Contact Radiation of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DGY18ZZ,Hyperthermia of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DGY1FZZ,Plaque Radiation of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DGY1KZZ,Laser Interstitial Thermal Therapy of Pineal Body,NULL,Radiation therapy,NULL,NULL,NULL
DGY27ZZ,Contact Radiation of Adrenal Glands,NULL,Radiation therapy,NULL,NULL,NULL
F08F5DZ,Wound Mgmt Trmt Integu Up Back/UE w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5EZ,Wound Mgmt Treatment of Integu Up Back/UE using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5FZ,Wound Mgmt Trmt Integu Up Back/UE w Assist Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5UZ,Wound Mgmt Treatment of Integu Up Back/UE using Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5YZ,Wound Mgmt Treatment of Integu Up Back/UE using Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08F5ZZ,Wound Management Treatment of Integu Up Back/UE,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5BZ,Wound Mgmt Trmt Integu Low Back/LE w Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5CZ,Wound Mgmt Trmt Integu Low Back/LE w Mech Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5DZ,Wound Mgmt Trmt Integu Low Back/LE w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5EZ,Wound Mgmt Treatment of Integu Low Back/LE using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5FZ,Wound Mgmt Trmt Integu Low Back/LE w Assist Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5UZ,Wound Mgmt Treatment of Integu Low Back/LE using Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5YZ,Wound Mgmt Treatment of Integu Low Back/LE using Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08G5ZZ,Wound Management Treatment of Integu Low Back/LE,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5BZ,Wound Mgmt Treatment of Integu Body using Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5CZ,Wound Mgmt Treatment of Integu Body using Mech Equipment,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5DZ,Wound Mgmt Trmt Integu Body w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5EZ,Wound Management Treatment of Integu Body using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5FZ,Wound Mgmt Treatment of Integu Body using Assist Equipment,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5UZ,Wound Management Treatment of Integu Body using Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5YZ,Wound Management Treatment of Integu Body using Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08H5ZZ,Wound Management Treatment of Integu Body,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5BZ,"Wound Mgmt Trmt Musculosk Head, Neck w Physical Agent",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5CZ,"Wound Mgmt Trmt Musculosk Head, Neck w Mech Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5DZ,"Wound Mgmt Trmt Musculosk Head, Neck w Electrotherap Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5EZ,"Wound Mgmt Treatment of Musculosk Head, Neck using Orthosis",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5FZ,"Wound Mgmt Trmt Musculosk Head, Neck w Assist Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5UZ,"Wound Mgmt Trmt Musculosk Head, Neck w Prosthesis",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5YZ,"Wound Mgmt Treatment of Musculosk Head, Neck using Oth Equip",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08J5ZZ,"Wound Management Treatment of Musculosk Head, Neck",NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5BZ,Wound Mgmt Trmt Musculosk Up Back/UE w Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5CZ,Wound Mgmt Trmt Musculosk Up Back/UE w Mech Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5DZ,Wound Mgmt Trmt Musculosk Up Back/UE w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5EZ,Wound Mgmt Treatment of Musculosk Up Back/UE using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5FZ,Wound Mgmt Trmt Musculosk Up Back/UE w Assist Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5UZ,Wound Mgmt Trmt Musculosk Up Back/UE w Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5YZ,Wound Mgmt Treatment of Musculosk Up Back/UE using Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08K5ZZ,Wound Management Treatment of Musculosk Up Back/UE,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5BZ,Wound Mgmt Trmt Musculosk Low Back/LE w Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5CZ,Wound Mgmt Trmt Musculosk Low Back/LE w Mech Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5DZ,Wound Mgmt Trmt Musculosk Low Back/LE w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5EZ,Wound Mgmt Treatment of Musculosk Low Back/LE using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5FZ,Wound Mgmt Trmt Musculosk Low Back/LE w Assist Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5UZ,Wound Mgmt Trmt Musculosk Low Back/LE w Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5YZ,Wound Mgmt Trmt Musculosk Low Back/LE w Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08L5ZZ,Wound Management Treatment of Musculosk Low Back/LE,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5BZ,Wound Mgmt Treatment of Musculosk Whole using Physical Agent,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5CZ,Wound Mgmt Treatment of Musculosk Whole using Mech Equipment,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5DZ,Wound Mgmt Trmt Musculosk Whole w Electrotherap Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5EZ,Wound Management Treatment of Musculosk Whole using Orthosis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5FZ,Wound Mgmt Trmt Musculosk Whole w Assist Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5UZ,Wound Mgmt Treatment of Musculosk Whole using Prosthesis,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5YZ,Wound Mgmt Treatment of Musculosk Whole using Oth Equip,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08M5ZZ,Wound Management Treatment of Musculosk Whole,NULL,Traction; splints; and other wound care,NULL,NULL,Rehabilitation care;
F08Z0EZ,Bathing/Showering Techniques Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z0FZ,Bath/Shower Technq Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z0UZ,Bathing/Showering Techniques Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z0YZ,Bathing/Showering Techniques Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z0ZZ,Bathing/Showering Techniques Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z1EZ,Dressing Techniques Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z1FZ,Dressing Techniques Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z1UZ,Dressing Techniques Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z1YZ,Dressing Techniques Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z1ZZ,Dressing Techniques Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z2EZ,Grooming/Personal Hygiene Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z2FZ,Grooming/Personal Hygiene Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z2UZ,Grooming/Personal Hygiene Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z2YZ,Grooming/Personal Hygiene Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z2ZZ,Grooming/Personal Hygiene Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3CZ,Feeding/Eating Treatment using Mechanical Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3DZ,Feeding/Eating Treatment using Electrotherapeutic Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3EZ,Feeding/Eating Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3FZ,Feeding/Eating Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3UZ,Feeding/Eating Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3YZ,Feeding/Eating Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z3ZZ,Feeding/Eating Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4DZ,Home Management Treatment using Electrotherapeutic Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4EZ,Home Management Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4FZ,Home Management Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4UZ,Home Management Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4YZ,Home Management Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z4ZZ,Home Management Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z6ZZ,Psychosocial Skills Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7BZ,Vocation/Commun Treatment using Physical Agent,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7CZ,Vocation/Commun Treatment using Mech Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7DZ,Vocation/Commun Treatment using Electrotherap Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
